AreaName,PremisDescription,Total
Rampart,MOTEL,23
Rampart,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",22
Rampart,HOSPITAL,22
Rampart,OTHER/OUTSIDE,22
Rampart,NIGHT CLUB (OPEN EVENINGS ONLY),22
Rampart,MAIL BOX,21
Rampart,CELL PHONE STORE,20
Rampart,BAR/COCKTAIL/NIGHTCLUB,18
Rampart,AUTO REPAIR SHOP,17
Rampart,GROUP HOME,15
Rampart,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),14
Rampart,HEALTH SPA/GYM,14
Rampart,TRANSITIONAL HOUSING/HALFWAY HOUSE,12
Rampart,MISSIONS/SHELTERS,12
Rampart,CONSTRUCTION SITE,11
Rampart,PHARMACY INSIDE STORE OR SUPERMARKET*,10
Rampart,TRANSIENT ENCAMPMENT,10
Rampart,STORAGE SHED,9
Rampart,BEAUTY/BARBER SHOP,9
Rampart,SHOPPING MALL (COMMON AREA),8
Rampart,APARTMENT/CONDO COMMON LAUNDRY ROOM,8
Rampart,ABANDONED BUILDING ABANDONED HOUSE,8
Rampart,CAR WASH,8
Rampart,CYBERSPACE,8
Rampart,CHECK CASHING*,7
Rampart,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,7
Rampart,FIRE STATION,7
Rampart,BALCONY*,6
Rampart,WEBSITE,6
Rampart,SPECIALTY SCHOOL/OTHER,6
Rampart,JUNIOR HIGH SCHOOL,5
Rampart,MUNICIPAL BUS LINE INCLUDES LADOT/DASH,5
Rampart,PATIO*,5
Rampart,WAREHOUSE,5
Rampart,FINANCE COMPANY,5
Rampart,DAY CARE/ADULTS*,4
Rampart,STAIRWELL*,4
Rampart,ELEVATOR,4
Rampart,CONDOMINIUM/TOWNHOUSE,4
Rampart,MASSAGE PARLOR,4
Rampart,FREEWAY,4
Rampart,"ELECTRONICS STORE (IE:RADIO SHACK, ETC.)",4
Rampart,HIGH-RISE BUILDING,4
Rampart,MTA - PURPLE LINE - WESTLAKE/MACARTHUR PARK,4
Rampart,LIBRARY,4
Rampart,POOL-PUBLIC/OUTDOOR OR INDOOR*,3
Rampart,"DELIVERY SERVICE (FED EX, UPS, COURIERS,COURIER SERVICE)*",3
Rampart,DETENTION/JAIL FACILITY,3
Rampart,CREDIT UNION,3
Rampart,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,3
Rampart,VACANT LOT,3
Rampart,AUTO SUPPLY STORE*,3
Rampart,ENTERTAINMENT/COMEDY CLUB (OTHER),2
Rampart,PUBLIC RESTROOM(INDOORS-INSIDE),2
Rampart,GARMENT MANUFACTURER,2
Rampart,TAXI,2
Rampart,UNDERPASS/BRIDGE*,2
Rampart,HARDWARE/BUILDING SUPPLY,2
Rampart,PRIVATE SCHOOL/PRESCHOOL,2
Rampart,MORTUARY,2
Rampart,TOBACCO SHOP,2
Rampart,MTA PROPERTY OR PARKING LOT,2
Rampart,"VEHICLE STORAGE LOT (CARS, TRUCKS, RV'S, BOATS, TRAILERS, ETC.)",2
Rampart,FOSTER HOME BOYS OR GIRLS*,2
Rampart,NAIL SALON,2
Rampart,PAWN SHOP,2
Rampart,NULL,2
Rampart,BAR/SPORTS BAR (OPEN DAY & NIGHT),2
Rampart,RECYCLING CENTER,1
Rampart,NURSERY/FLOWER SHOP,1
Rampart,BUS STOP/LAYOVER (ALSO QUERY 124),1
Rampart,CLEANER/LAUNDROMAT,1
Rampart,TELECOMMUNICATION FACILITY/LOCATION,1
Rampart,SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS,1
Rampart,PET STORE,1
Rampart,OTHER PLACE OF WORSHIP,1
Rampart,TRANSPORTATION FACILITY (AIRPORT),1
Rampart,METROLINK TRAIN,1
Rampart,FRAT HOUSE/SORORITY/DORMITORY,1
Rampart,HOSPICE,1
Rampart,BUS-CHARTER/PRIVATE,1
Rampart,JEWELRY STORE,1
Rampart,TV/RADIO/APPLIANCE,1
Rampart,DRIVE THRU*,1
Rampart,CATERING/ICE CREAM TRUCK,1
Rampart,PROJECT/TENEMENT/PUBLIC HOUSING,1
Rampart,TATTOO PARLOR*,1
Rampart,MTA - PURPLE LINE - WILSHIRE/WESTERN,1
Rampart,FURNITURE STORE,1
Rampart,BOWLING ALLEY*,1
Rampart,SWAP MEET,1
Rampart,DAY CARE/CHILDREN*,1
Rampart,COMPUTER SERVICES/REPAIRS/SALES,1
Rampart,"ARCADE,GAME ROOM/VIDEO GAMES (EXAMPLE CHUCKIE CHEESE)*",1
Rampart,MANUFACTURING COMPANY,1
Rampart,THEATRE/MOVIE,1
Rampart,BASKETBALL COURTS,1
Rampart,MTA - BLUE LINE - 7TH AND METRO CENTER,1
Rampart,SHORT-TERM VACATION RENTAL,1
Southeast,SINGLE FAMILY DWELLING,4697
Southeast,STREET,2643
Southeast,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1378
Southeast,"VEHICLE, PASSENGER/TRUCK",768
Southeast,SIDEWALK,523
Southeast,PARKING LOT,437
Southeast,OTHER BUSINESS,326
Southeast,DRIVEWAY,160
Southeast,YARD (RESIDENTIAL/BUSINESS),139
Southeast,ALLEY,123
Southeast,MOTEL,108
Southeast,GAS STATION,90
Southeast,RESTAURANT/FAST FOOD,69
Southeast,MARKET,61
Southeast,PROJECT/TENEMENT/PUBLIC HOUSING,60
Southeast,CLOTHING STORE,58
Southeast,TRANSITIONAL HOUSING/HALFWAY HOUSE,49
Southeast,POLICE FACILITY,48
Southeast,MINI-MART,47
Southeast,HIGH SCHOOL,47
Southeast,OTHER STORE,44
Southeast,GARAGE/CARPORT,42
Southeast,ELEMENTARY SCHOOL,39
Southeast,"PORCH, RESIDENTIAL",36
Southeast,OTHER RESIDENCE,35
Southeast,LIQUOR STORE,34
Southeast,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),32
Southeast,OTHER PREMISE,31
Southeast,HOTEL,29
Southeast,MTA - GREEN LINE - AVALON,28
Southeast,LAUNDROMAT,28
Southeast,DEPARTMENT STORE,28
Southeast,MTA BUS,24
Southeast,PARK/PLAYGROUND,23
Southeast,BUS STOP,23
Southeast,JUNIOR HIGH SCHOOL,20
Southeast,CELL PHONE STORE,20
Southeast,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",19
Southeast,BANK,16
Southeast,AUTOMATED TELLER MACHINE (ATM),16
Southeast,OTHER/OUTSIDE,15
Southeast,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,12
Southeast,ABANDONED BUILDING ABANDONED HOUSE,11
Southeast,MTA - GREEN LINE - HARBOR FWY,11
Southeast,MISSIONS/SHELTERS,11
Southeast,AUTO SUPPLY STORE*,11
Southeast,DRUG STORE,10
Southeast,CONSTRUCTION SITE,9
Southeast,SPECIALTY SCHOOL/OTHER,9
Southeast,NURSING/CONVALESCENT/RETIREMENT HOME,9
Southeast,TRAIN TRACKS,9
Southeast,"OTHER RR TRAIN (UNION PAC, SANTE FE ETC",8
Southeast,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",7
Southeast,GROUP HOME,7
Southeast,AUTO REPAIR SHOP,6
Southeast,STORAGE SHED,6
Southeast,PARKING UNDERGROUND/BUILDING,6
Southeast,MTA - BLUE LINE - 103RD/WATTS TOWERS,5
Southeast,MEDICAL/DENTAL OFFICES,5
Southeast,SHOPPING MALL (COMMON AREA),4
Southeast,TOW YARD*,4
Southeast,MAIL BOX,4
Southeast,"AUTO DEALERSHIP (CHEVY, FORD, BMW, MERCEDES, ETC.)",4
Southeast,CONDOMINIUM/TOWNHOUSE,4
Southeast,FREEWAY,4
Southeast,WEBSITE,4
Southeast,HOSPITAL,4
Southeast,CHECK CASHING*,4
Southeast,NAIL SALON,4
Southeast,LIBRARY,4
Southeast,TRANSIENT ENCAMPMENT,4
Southeast,DAY CARE/ADULTS*,3
Southeast,RECYCLING CENTER,3
Southeast,MTA PROPERTY OR PARKING LOT,3
Southeast,"DELIVERY SERVICE (FED EX, UPS, COURIERS,COURIER SERVICE)*",3
Southeast,BAR/COCKTAIL/NIGHTCLUB,3
Southeast,PRIVATE SCHOOL/PRESCHOOL,3
Southeast,BEAUTY/BARBER SHOP,3
Southeast,FIRE STATION,3
Southeast,GUN/SPORTING GOODS,3
Southeast,MEDICAL MARIJUANA FACILITIES/BUSINESSES,3
Southeast,SKATEBOARD FACILITY/SKATEBOARD PARK*,2
Southeast,MTA - SILVER LINE - HARBOR FWY,2
Southeast,PUBLIC STORAGE,2
Southeast,JEWELRY STORE,2
Southeast,WAREHOUSE,2
Southeast,OFFICE BUILDING/OFFICE,2
Southeast,FACTORY,2
Southeast,PATIO*,2
Southeast,NURSERY/FLOWER SHOP,2
Southeast,PHARMACY INSIDE STORE OR SUPERMARKET*,2
Southeast,TOBACCO SHOP,2
Southeast,TELECOMMUNICATION FACILITY/LOCATION,2
Southeast,FURNITURE STORE,2
Southeast,EQUIPMENT RENTAL,2
Southeast,RETIRED (DUPLICATE) DO NOT USE THIS CODE,1
Southeast,FOSTER HOME BOYS OR GIRLS*,1
Southeast,POST OFFICE,1
Southeast,BALCONY*,1
Southeast,BAR/SPORTS BAR (OPEN DAY & NIGHT),1
Southeast,"ELECTRONICS STORE (IE:RADIO SHACK, ETC.)",1
Southeast,UNDERPASS/BRIDGE*,1
Southeast,TV/RADIO/APPLIANCE,1
Southeast,AUTO SALES LOT,1
Southeast,HEALTH SPA/GYM,1
Southeast,DRIVE THRU*,1
Southeast,SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS,1
Southeast,MTA - SILVER LINE - MANCHESTER,1
Southeast,CAR WASH,1
Southeast,APARTMENT/CONDO COMMON LAUNDRY ROOM,1
Southeast,MUNICIPAL BUS LINE INCLUDES LADOT/DASH,1
Southeast,PET STORE,1
Southeast,TRADE SCHOOL (MEDICAL-TECHNICAL-BUSINESS)*,1
Southeast,MTA - SILVER LINE - ROSECRANS,1
Southeast,DAY CARE/CHILDREN*,1
Southeast,DETENTION/JAIL FACILITY,1
Southeast,CLEANER/LAUNDROMAT,1
Southeast,MANUFACTURING COMPANY,1
Southeast,MTA - GOLD LINE - HERITAGE SQ,1
Southwest,SINGLE FAMILY DWELLING,3324
Southwest,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",2727
Southwest,STREET,2318
Southwest,"VEHICLE, PASSENGER/TRUCK",761
Southwest,SIDEWALK,593
Southwest,PARKING LOT,515
Southwest,OTHER BUSINESS,429
Southwest,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,296
Southwest,RESTAURANT/FAST FOOD,191
Southwest,DEPARTMENT STORE,159
Southwest,ALLEY,124
Southwest,DRIVEWAY,121
Southwest,COLISEUM,112
Southwest,YARD (RESIDENTIAL/BUSINESS),103
Southwest,GARAGE/CARPORT,100
Southwest,MTA BUS,100
Southwest,DRUG STORE,98
Southwest,BANK,98
Southwest,GAS STATION,97
Southwest,MARKET,93
Southwest,AUTOMATED TELLER MACHINE (ATM),88
Southwest,OTHER PREMISE,87
Southwest,PARK/PLAYGROUND,70
Southwest,PARKING UNDERGROUND/BUILDING,61
Southwest,MOTEL,59
Southwest,"PORCH, RESIDENTIAL",58
Southwest,MINI-MART,49
Southwest,OTHER STORE,48
Southwest,"SPORTS VENUE, OTHER",46
Southwest,MTA - EXPO LINE - EXPO/WESTERN,42
Southwest,SPORTS ARENA,42
Southwest,OTHER/OUTSIDE,42
Southwest,MTA - EXPO LINE - EXPO/VERMONT,42
Southwest,LIQUOR STORE,37
Southwest,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),37
Southwest,OTHER RESIDENCE,37
Southwest,BUS STOP,35
Southwest,POLICE FACILITY,33
Southwest,HIGH SCHOOL,32
Southwest,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",31
Southwest,LAUNDROMAT,29
Southwest,CELL PHONE STORE,29
Southwest,ELEMENTARY SCHOOL,29
Southwest,HOTEL,26
Southwest,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",25
Southwest,CONSTRUCTION SITE,24
Southwest,PUBLIC STORAGE,23
Southwest,AUTO SUPPLY STORE*,23
Southwest,MTA - EXPO LINE - EXPO PARK/USC,18
Southwest,MTA - EXPO LINE - LA CIENEGA/JEFFERSON,18
Southwest,GROUP HOME,17
Southwest,TRANSITIONAL HOUSING/HALFWAY HOUSE,16
Southwest,CHECK CASHING*,14
Southwest,ABANDONED BUILDING ABANDONED HOUSE,14
Southwest,FRAT HOUSE/SORORITY/DORMITORY,14
Southwest,THEATRE/MOVIE,13
Southwest,AUTO REPAIR SHOP,13
Southwest,MTA - EXPO LINE - EXPO/CRENSHAW,13
Southwest,MTA - EXPO LINE - FARMDALE,13
Southwest,BEAUTY/BARBER SHOP,13
Southwest,SPECIALTY SCHOOL/OTHER,12
Southwest,CLOTHING STORE,12
Southwest,OFFICE BUILDING/OFFICE,11
Southwest,CONDOMINIUM/TOWNHOUSE,11
Southwest,MEDICAL/DENTAL OFFICES,11
Southwest,SHOPPING MALL (COMMON AREA),10
Southwest,FREEWAY,9
Southwest,JUNIOR HIGH SCHOOL,8
Southwest,CAR WASH,7
Southwest,MISSIONS/SHELTERS,7
Southwest,CONVENTION CENTER,7
Southwest,WEBSITE,7
Southwest,GUN/SPORTING GOODS,7
Southwest,MTA - EXPO LINE - JEFFERSON/USC,6
Southwest,MUSEUM,6
Southwest,HEALTH SPA/GYM,6
Southwest,LIBRARY,6
Southwest,CYBERSPACE,5
Southwest,NURSING/CONVALESCENT/RETIREMENT HOME,5
Southwest,PRIVATE SCHOOL/PRESCHOOL,5
Southwest,FIRE STATION,5
Southwest,NIGHT CLUB (OPEN EVENINGS ONLY),5
Southwest,MAIL BOX,5
Southwest,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",5
Southwest,NULL,5
Southwest,HOSPITAL,4
Southwest,PATIO*,4
Southwest,BAR/SPORTS BAR (OPEN DAY & NIGHT),4
Southwest,POST OFFICE,4
Southwest,"AUTO DEALERSHIP (CHEVY, FORD, BMW, MERCEDES, ETC.)",4
Southwest,EQUIPMENT RENTAL,4
Southwest,PAWN SHOP,4
Southwest,NAIL SALON,4
Southwest,DRIVE THRU*,3
Southwest,"DELIVERY SERVICE (FED EX, UPS, COURIERS,COURIER SERVICE)*",3
Southwest,NURSERY/FLOWER SHOP,3
Southwest,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,3
Southwest,BAR/COCKTAIL/NIGHTCLUB,3
Southwest,MEDICAL MARIJUANA FACILITIES/BUSINESSES,3
Southwest,"MEMBERSHIP STORE (COSTCO,SAMS CLUB)*",3
Southwest,RECYCLING CENTER,3
Southwest,BOOK STORE,3
Southwest,BEAUTY SUPPLY STORE,3
Southwest,DAY CARE/CHILDREN*,3
Southwest,BALCONY*,2
Southwest,WAREHOUSE,2
Southwest,PUBLIC RESTROOM(INDOORS-INSIDE),2
Southwest,STORAGE SHED,2
Southwest,TATTOO PARLOR*,2
Southwest,APARTMENT/CONDO COMMON LAUNDRY ROOM,2
Southwest,"BUS, SCHOOL, CHURCH",2
Southwest,MUNICIPAL BUS LINE INCLUDES LADOT/DASH,2
Southwest,TRAIN TRACKS,2
Southwest,CLEANER/LAUNDROMAT,2
Southwest,AUTO SALES LOT,2
Southwest,HARDWARE/BUILDING SUPPLY,2
Southwest,BOWLING ALLEY*,1
Southwest,SYNAGOGUE/TEMPLE,1
Southwest,MTA - EXPO LINE - LATTC/ORTHO INSTITUTE,1
Southwest,PET STORE,1
Southwest,PEDESTRIAN OVERCROSSING,1
Southwest,ENTERTAINMENT/COMEDY CLUB (OTHER),1
Southwest,BASKETBALL COURTS,1
Southwest,ESCALATOR*,1
Southwest,FOSTER HOME BOYS OR GIRLS*,1
Southwest,STAIRWELL*,1
Southwest,"VEHICLE STORAGE LOT (CARS, TRUCKS, RV'S, BOATS, TRAILERS, ETC.)",1
Southwest,VACANT LOT,1
Southwest,CREDIT UNION,1
Southwest,DODGER STADIUM,1
Southwest,BEACH,1
Southwest,TOW YARD*,1
Southwest,BANKING INSIDE MARKET-STORE *,1
Southwest,MTA - EXPO LINE - 7TH AND METRO CENTER,1
Southwest,TRANSIENT ENCAMPMENT,1
Southwest,TOBACCO SHOP,1
Southwest,MANUFACTURING COMPANY,1
Southwest,SURPLUS SURVIVAL STORE,1
Southwest,"ELECTRONICS STORE (IE:RADIO SHACK, ETC.)",1
Southwest,FURNITURE STORE,1
Southwest,JEWELRY STORE,1
Southwest,PHARMACY INSIDE STORE OR SUPERMARKET*,1
Southwest,MOSQUE*,1
Southwest,TAXI,1
Topanga,SINGLE FAMILY DWELLING,2636
Topanga,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1664
Topanga,STREET,1042
Topanga,PARKING LOT,940
Topanga,DEPARTMENT STORE,724
Topanga,OTHER BUSINESS,496
Topanga,"VEHICLE, PASSENGER/TRUCK",236
Topanga,DRIVEWAY,223
Topanga,SIDEWALK,177
Topanga,OTHER STORE,169
Topanga,GARAGE/CARPORT,163
Topanga,RESTAURANT/FAST FOOD,141
Topanga,CLOTHING STORE,110
Topanga,SHOPPING MALL (COMMON AREA),107
Topanga,MARKET,99
Topanga,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",92
Topanga,CONDOMINIUM/TOWNHOUSE,71
Topanga,PARK/PLAYGROUND,67
Topanga,DRUG STORE,59
Topanga,PARKING UNDERGROUND/BUILDING,55
Topanga,GAS STATION,52
Topanga,ALLEY,50
Topanga,YARD (RESIDENTIAL/BUSINESS),49
Topanga,HEALTH SPA/GYM,48
Topanga,HOTEL,44
Topanga,OTHER RESIDENCE,44
Topanga,"PORCH, RESIDENTIAL",42
Topanga,BANK,41
Topanga,OFFICE BUILDING/OFFICE,41
Topanga,MINI-MART,35
Topanga,PUBLIC STORAGE,35
Topanga,HIGH SCHOOL,32
Topanga,AUTOMATED TELLER MACHINE (ATM),31
Topanga,STORAGE SHED,30
Topanga,CELL PHONE STORE,30
Topanga,NURSING/CONVALESCENT/RETIREMENT HOME,29
Topanga,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),28
Topanga,LIQUOR STORE,25
Topanga,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",24
Topanga,MEDICAL/DENTAL OFFICES,22
Topanga,HOSPITAL,22
Topanga,MOTEL,22
Topanga,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",20
Topanga,OTHER PREMISE,20
Topanga,OTHER/OUTSIDE,18
Topanga,"MEMBERSHIP STORE (COSTCO,SAMS CLUB)*",17
Topanga,MAIL BOX,17
Topanga,JUNIOR HIGH SCHOOL,15
Topanga,CONSTRUCTION SITE,14
Topanga,MISSIONS/SHELTERS,14
Topanga,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,12
Topanga,BAR/COCKTAIL/NIGHTCLUB,12
Topanga,ELEMENTARY SCHOOL,12
Topanga,BEAUTY SUPPLY STORE,11
Topanga,NULL,10
Topanga,LAUNDROMAT,10
Topanga,GROUP HOME,10
Topanga,"AUTO DEALERSHIP (CHEVY, FORD, BMW, MERCEDES, ETC.)",10
Topanga,POLICE FACILITY,9
Topanga,JEWELRY STORE,9
Topanga,CAR WASH,8
Topanga,BUS STOP,8
Topanga,WAREHOUSE,8
Topanga,AUTO REPAIR SHOP,7
Topanga,TOBACCO SHOP,7
Topanga,NAIL SALON,7
Topanga,MTA BUS,6
Topanga,APARTMENT/CONDO COMMON LAUNDRY ROOM,6
Topanga,GUN/SPORTING GOODS,6
Topanga,THEATRE/MOVIE,5
Topanga,MTA - ORANGE LINE - CANOGA,5
Topanga,MTA - ORANGE LINE - DE SOTO,5
Topanga,PET STORE,5
Topanga,PATIO*,5
Topanga,BEAUTY/BARBER SHOP,5
Topanga,ABANDONED BUILDING ABANDONED HOUSE,4
Topanga,BUS STOP/LAYOVER (ALSO QUERY 124),4
Topanga,BAR/SPORTS BAR (OPEN DAY & NIGHT),4
Topanga,MASSAGE PARLOR,4
Topanga,PRIVATE SCHOOL/PRESCHOOL,4
Topanga,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,4
Topanga,SPECIALTY SCHOOL/OTHER,4
Topanga,POST OFFICE,4
Topanga,AUTO SALES LOT,4
Topanga,"DELIVERY SERVICE (FED EX, UPS, COURIERS,COURIER SERVICE)*",3
Topanga,MTA - ORANGE LINE - SHERMAN WAY,3
Topanga,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",3
Topanga,DRIVE THRU*,3
Topanga,LIBRARY,3
Topanga,MTA - ORANGE LINE - NORDHOFF,3
Topanga,WEBSITE,3
Topanga,MTA - ORANGE LINE - ROSCOE,3
Topanga,SYNAGOGUE/TEMPLE,3
Topanga,DAY CARE/ADULTS*,2
Topanga,BALCONY*,2
Topanga,FREEWAY,2
Topanga,TOW YARD*,2
Topanga,MASS GATHERING LOCATION,2
Topanga,PUBLIC RESTROOM(INDOORS-INSIDE),2
Topanga,POOL-PUBLIC/OUTDOOR OR INDOOR*,2
Topanga,CYBERSPACE,2
Topanga,VISION CARE FACILITY*,2
Topanga,AUTO SUPPLY STORE*,2
Topanga,OPTICAL OFFICE INSIDE STORE OR SUPERMARKET*,2
Topanga,CLEANER/LAUNDROMAT,2
Topanga,TRANSITIONAL HOUSING/HALFWAY HOUSE,2
Topanga,NIGHT CLUB (OPEN EVENINGS ONLY),2
Topanga,FIRE STATION,2
Topanga,"ARCADE,GAME ROOM/VIDEO GAMES (EXAMPLE CHUCKIE CHEESE)*",2
Topanga,BOWLING ALLEY*,2
Topanga,"ELECTRONICS STORE (IE:RADIO SHACK, ETC.)",2
Topanga,MEDICAL MARIJUANA FACILITIES/BUSINESSES,2
Topanga,NURSERY/FLOWER SHOP,2
Topanga,SHORT-TERM VACATION RENTAL,1
Topanga,SAVINGS & LOAN,1
Topanga,BASKETBALL COURTS,1
Topanga,ENTERTAINMENT/COMEDY CLUB (OTHER),1
Topanga,CREDIT UNION,1
Topanga,STAIRWELL*,1
Topanga,GOLF COURSE*,1
Topanga,CHECK CASHING*,1
Topanga,DODGER STADIUM,1
Topanga,SEX ORIENTED/BOOK STORE/STRIP CLUB/GENTLEMAN'S CLUB,1
Topanga,DAY CARE/CHILDREN*,1
Topanga,TRADE SCHOOL (MEDICAL-TECHNICAL-BUSINESS)*,1
Topanga,PHARMACY INSIDE STORE OR SUPERMARKET*,1
Topanga,VACANT LOT,1
Topanga,FOSTER HOME BOYS OR GIRLS*,1
Topanga,MUNICIPAL BUS LINE INCLUDES LADOT/DASH,1
Topanga,"BUS, SCHOOL, CHURCH",1
Topanga,PUBLIC RESTROOM/OUTSIDE*,1
Topanga,TOOL SHED*,1
Topanga,OTHER PLACE OF WORSHIP,1
Topanga,RIVER BED*,1
Van Nuys,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1829
Van Nuys,SINGLE FAMILY DWELLING,1743
Van Nuys,STREET,1499
Van Nuys,PARKING LOT,793
Van Nuys,OTHER BUSINESS,316
Van Nuys,SIDEWALK,265
Van Nuys,PARKING UNDERGROUND/BUILDING,216
Van Nuys,DEPARTMENT STORE,210
Van Nuys,GARAGE/CARPORT,209
Van Nuys,RESTAURANT/FAST FOOD,203
Van Nuys,DRIVEWAY,193
Van Nuys,"VEHICLE, PASSENGER/TRUCK",181
Van Nuys,OTHER PREMISE,149
Van Nuys,BANK,126
Van Nuys,"PORCH, RESIDENTIAL",117
Van Nuys,OTHER STORE,111
Van Nuys,AUTOMATED TELLER MACHINE (ATM),102
Van Nuys,MARKET,97
Van Nuys,DRUG STORE,95
Van Nuys,GAS STATION,83
Van Nuys,CLOTHING STORE,80
Van Nuys,ALLEY,74
Van Nuys,OFFICE BUILDING/OFFICE,73
Van Nuys,OTHER RESIDENCE,65
Van Nuys,YARD (RESIDENTIAL/BUSINESS),61
Van Nuys,PUBLIC STORAGE,58
Van Nuys,HOSPITAL,57
Van Nuys,MINI-MART,45
Van Nuys,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",44
Van Nuys,CONDOMINIUM/TOWNHOUSE,42
Van Nuys,HEALTH SPA/GYM,41
Van Nuys,"AUTO DEALERSHIP (CHEVY, FORD, BMW, MERCEDES, ETC.)",41
Van Nuys,MTA BUS,40
Van Nuys,LIQUOR STORE,40
Van Nuys,HOTEL,40
Van Nuys,BUS STOP,36
Van Nuys,SHOPPING MALL (COMMON AREA),32
Van Nuys,OTHER/OUTSIDE,32
Van Nuys,MEDICAL/DENTAL OFFICES,32
Van Nuys,CELL PHONE STORE,29
Van Nuys,HIGH SCHOOL,29
Van Nuys,PARK/PLAYGROUND,27
Van Nuys,MOTEL,26
Van Nuys,AUTO REPAIR SHOP,26
Van Nuys,WEBSITE,23
Van Nuys,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),22
Van Nuys,NURSING/CONVALESCENT/RETIREMENT HOME,21
Van Nuys,JUNIOR HIGH SCHOOL,20
Van Nuys,BEAUTY/BARBER SHOP,19
Van Nuys,CONSTRUCTION SITE,19
Van Nuys,NAIL SALON,18
Van Nuys,STORAGE SHED,17
Van Nuys,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",17
Van Nuys,MAIL BOX,17
Van Nuys,BEAUTY SUPPLY STORE,15
Van Nuys,APARTMENT/CONDO COMMON LAUNDRY ROOM,15
Van Nuys,GROUP HOME,14
Van Nuys,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",13
Van Nuys,BAR/COCKTAIL/NIGHTCLUB,13
Van Nuys,CYBERSPACE,13
Van Nuys,HARDWARE/BUILDING SUPPLY,13
Van Nuys,"MEMBERSHIP STORE (COSTCO,SAMS CLUB)*",13
Van Nuys,LAUNDROMAT,12
Van Nuys,CAR WASH,11
Van Nuys,POLICE FACILITY,11
Van Nuys,AUTO SUPPLY STORE*,11
Van Nuys,JEWELRY STORE,10
Van Nuys,MISSIONS/SHELTERS,10
Van Nuys,ELEMENTARY SCHOOL,9
Van Nuys,PHARMACY INSIDE STORE OR SUPERMARKET*,9
Van Nuys,DETENTION/JAIL FACILITY,9
Van Nuys,TOBACCO SHOP,9
Van Nuys,AUTO SALES LOT,9
Van Nuys,SPECIALTY SCHOOL/OTHER,8
Van Nuys,MTA - ORANGE LINE - VAN NUYS,8
Van Nuys,POST OFFICE,7
Van Nuys,BALCONY*,7
Van Nuys,CHECK CASHING*,7
Van Nuys,WAREHOUSE,7
Van Nuys,TRANSIENT ENCAMPMENT,6
Van Nuys,PATIO*,6
Van Nuys,ABANDONED BUILDING ABANDONED HOUSE,6
Van Nuys,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",6
Van Nuys,"BUS, SCHOOL, CHURCH",6
Van Nuys,NULL,6
Van Nuys,MEDICAL MARIJUANA FACILITIES/BUSINESSES,5
Van Nuys,GUN/SPORTING GOODS,5
Van Nuys,VISION CARE FACILITY*,5
Van Nuys,CLEANER/LAUNDROMAT,4
Van Nuys,"DELIVERY SERVICE (FED EX, UPS, COURIERS,COURIER SERVICE)*",4
Van Nuys,NURSERY/FLOWER SHOP,4
Van Nuys,TOW YARD*,4
Van Nuys,FURNITURE STORE,4
Van Nuys,STUDIO (FILM/PHOTOGRAPHIC/MUSIC),4
Van Nuys,MASSAGE PARLOR,4
Van Nuys,BAR/SPORTS BAR (OPEN DAY & NIGHT),4
Van Nuys,FREEWAY,4
